id,offspring_year,offspring_age_class,n_offspring,parent_type,parent_year,parent_age_class
Uts_15A_016,18,2-3y,1,sire,15,A
Uts_15A_064,16,0y,33,sire,15,A
Uts_15A_064,17,1y,5,sire,15,A
Uts_15A_028,16,0y,9,sire,15,A
Uts_15A_028,17,1y,1,sire,15,A
Uts_15A_035,16,0y,3,sire,15,A
Uts_15A_035,17,1y,2,sire,15,A
Uts_15A_035,18,1y,1,sire,15,A
Uts_15A_035,18,2-3y,1,sire,15,A
Uts_15A_080,16,0y,13,sire,15,A
Uts_15A_080,17,1y,2,sire,15,A
Uts_15A_080,18,2-3y,1,sire,15,A
Uts_15A_074,16,0y,2,sire,15,A
Uts_15A_017,16,0y,33,sire,15,A
Uts_15A_017,17,1y,9,sire,15,A
Uts_15A_017,18,1y,2,sire,15,A
Uts_15A_061,16,0y,4,sire,15,A
Uts_15A_061,17,1y,4,sire,15,A
Uts_15A_061,18,2-3y,2,sire,15,A
Uts_15A_041,16,0y,9,sire,15,A
Uts_15A_041,17,1y,5,sire,15,A
Uts_15A_041,18,2-3y,3,sire,15,A
Uts_14_0y_0417,16,0y,1,sire,14,0y
Uts_14_0y_0147,16,0y,1,sire,14,0y
Uts_15A_013,16,0y,19,sire,15,A
Uts_15A_013,17,1y,6,sire,15,A
Uts_15A_071,16,0y,5,sire,15,A
Uts_15A_071,17,1y,7,sire,15,A
Uts_15A_071,18,2-3y,1,sire,15,A
Uts_14_0y_1117,16,0y,1,sire,14,0y
Uts_14_0y_1117,19,2-3y,1,sire,14,0y
Uts_15A_042,16,0y,3,sire,15,A
Uts_15A_042,18,0y,18,sire,15,A
Uts_15A_042,19,1y,2,sire,15,A
Uts_15A_004,16,0y,4,sire,15,A
Uts_15A_056,16,0y,14,sire,15,A
Uts_15A_056,17,1y,4,sire,15,A
Uts_15A_056,18,0y,35,sire,15,A
Uts_15A_056,18,1y,1,sire,15,A
Uts_15A_056,19,1y,4,sire,15,A
Uts_15A_008,16,0y,1,sire,15,A
Uts_15A_008,17,1y,1,sire,15,A
Uts_15A_023,16,0y,5,sire,15,A
Uts_15A_023,18,1y,1,sire,15,A
Uts_15A_022,16,0y,12,sire,15,A
Uts_15A_022,17,1y,4,sire,15,A
Uts_15A_033,16,0y,3,sire,15,A
Uts_15A_033,17,1y,1,sire,15,A
Uts_15_1y_0349,16,0y,1,sire,15,1y
Uts_13_0y_0588,16,0y,1,sire,13,0y
Uts_13_0y_0185,16,0y,1,sire,13,0y
Uts_13_0y_0528,16,0y,1,sire,13,0y
Uts_15A_007,16,0y,1,sire,15,A
Uts_15A_025,16,0y,1,sire,15,A
Uts_15A_025,18,2-3y,2,sire,15,A
Uts_15A_081,16,0y,1,sire,15,A
Uts_14_0y_0370,16,0y,1,sire,14,0y
Uts_14_0y_0508,16,0y,1,sire,14,0y
Uts_13_1y_0773,16,1y,1,sire,13,1y
Uts_13_0y_0618,16,1y,1,sire,13,0y
Uts_15_2y_0118,16,1y,1,sire,15,2y
Uts_14A_072,16,1y,1,sire,14,A
Uts_14_0y_0673,16,1y,1,sire,14,0y
Uts_16A_063,17,0y,9,sire,16,A
Uts_16A_063,18,1y,2,sire,16,A
Uts_16A_063,19,2-3y,2,sire,16,A
Uts_14A_058,17,0y,10,sire,14,A
Uts_14A_058,18,1y,2,sire,14,A
Uts_14A_058,19,2-3y,2,sire,14,A
Uts_16A_114,17,0y,44,sire,16,A
Uts_16A_114,18,1y,11,sire,16,A
Uts_16A_114,19,2-3y,3,sire,16,A
Uts_16A_070,17,0y,9,sire,16,A
Uts_16A_070,18,1y,3,sire,16,A
Uts_16A_070,19,2-3y,1,sire,16,A
Uts_16A_066,17,0y,4,sire,16,A
Uts_16A_066,18,1y,1,sire,16,A
Uts_16A_066,19,2-3y,1,sire,16,A
Uts_13_0y_0850,17,0y,1,sire,13,0y
Uts_16A_058,17,0y,5,sire,16,A
Uts_16A_058,19,0y,50,sire,16,A
Uts_16A_058,19,1y,1,sire,16,A
Uts_16A_061,17,0y,4,sire,16,A
Uts_16A_061,18,1y,1,sire,16,A
Uts_16A_061,19,2-3y,2,sire,16,A
Uts_16A_019,17,0y,11,sire,16,A
Uts_16A_019,18,1y,2,sire,16,A
Uts_16A_001,17,0y,30,sire,16,A
Uts_16A_001,18,1y,6,sire,16,A
Uts_16A_001,19,2-3y,2,sire,16,A
Uts_16A_111,17,0y,77,sire,16,A
Uts_16A_111,18,1y,16,sire,16,A
Uts_16A_111,19,2-3y,8,sire,16,A
Uts_16A_081,17,0y,18,sire,16,A
Uts_16A_081,18,1y,4,sire,16,A
Uts_16A_081,19,2-3y,2,sire,16,A
Uts_16A_074,17,0y,36,sire,16,A
Uts_16A_074,18,1y,9,sire,16,A
Uts_16A_074,19,2-3y,6,sire,16,A
Uts_16A_101,17,0y,139,sire,16,A
Uts_16A_101,18,1y,28,sire,16,A
Uts_16A_101,19,2-3y,14,sire,16,A
Uts_16A_014,17,0y,12,sire,16,A
Uts_16A_014,18,1y,2,sire,16,A
Uts_16A_052,17,0y,1,sire,16,A
Uts_16A_052,18,1y,1,sire,16,A
Uts_16A_015,17,0y,50,sire,16,A
Uts_16A_015,18,1y,12,sire,16,A
Uts_16A_015,19,2-3y,5,sire,16,A
Uts_16A_017,17,0y,4,sire,16,A
Uts_16A_017,18,1y,4,sire,16,A
Uts_16A_017,19,2-3y,1,sire,16,A
Uts_16A_004,17,0y,10,sire,16,A
Uts_16A_004,18,1y,4,sire,16,A
Uts_16A_004,19,2-3y,1,sire,16,A
Uts_16A_009,17,0y,4,sire,16,A
Uts_16A_009,18,1y,1,sire,16,A
Uts_16A_009,19,1y,1,sire,16,A
Uts_14_0y_1575,17,0y,1,sire,14,0y
Uts_16A_002,17,0y,34,sire,16,A
Uts_16A_002,18,1y,7,sire,16,A
Uts_16A_002,19,2-3y,1,sire,16,A
Uts_16A_016,17,0y,5,sire,16,A
Uts_16A_016,18,0y,1,sire,16,A
Uts_16A_016,18,1y,4,sire,16,A
Uts_16A_016,19,2-3y,3,sire,16,A
Uts_16A_007,17,0y,81,sire,16,A
Uts_16A_007,18,1y,21,sire,16,A
Uts_16A_007,19,1y,2,sire,16,A
Uts_16A_007,19,2-3y,3,sire,16,A
Uts_16A_008,17,0y,15,sire,16,A
Uts_16A_008,18,1y,5,sire,16,A
Uts_16A_008,19,1y,1,sire,16,A
Uts_16A_079,17,0y,17,sire,16,A
Uts_16A_079,18,1y,1,sire,16,A
Uts_16A_067,17,0y,22,sire,16,A
Uts_16A_067,18,1y,5,sire,16,A
Uts_16A_067,19,2-3y,2,sire,16,A
Uts_16A_018,17,0y,13,sire,16,A
Uts_16A_018,18,1y,3,sire,16,A
Uts_16A_084,17,0y,20,sire,16,A
Uts_16A_084,18,1y,2,sire,16,A
Uts_16A_084,19,1y,1,sire,16,A
Uts_16A_082,17,0y,18,sire,16,A
Uts_16A_082,18,1y,4,sire,16,A
Uts_16A_082,19,2-3y,1,sire,16,A
Uts_16A_053,17,0y,18,sire,16,A
Uts_16A_053,18,1y,2,sire,16,A
Uts_16A_053,19,2-3y,3,sire,16,A
Uts_16A_020,17,0y,7,sire,16,A
Uts_16A_020,18,1y,2,sire,16,A
Uts_16A_103,17,0y,4,sire,16,A
Uts_16A_103,18,1y,3,sire,16,A
Uts_16A_103,19,2-3y,1,sire,16,A
Uts_16A_022,17,0y,38,sire,16,A
Uts_16A_022,18,1y,1,sire,16,A
Uts_16A_022,19,2-3y,3,sire,16,A
Uts_16A_104,17,0y,9,sire,16,A
Uts_16A_104,18,1y,5,sire,16,A
Uts_16A_104,19,2-3y,3,sire,16,A
Uts_16A_055,17,0y,17,sire,16,A
Uts_16A_055,18,1y,1,sire,16,A
Uts_16A_055,19,2-3y,2,sire,16,A
Uts_15_0y_1794,17,0y,1,sire,15,0y
Uts_15_0y_1794,19,2-3y,1,sire,15,0y
Uts_16A_056,17,0y,28,sire,16,A
Uts_16A_056,18,1y,7,sire,16,A
Uts_16A_056,19,2-3y,3,sire,16,A
Uts_15_0y_0825,17,0y,1,sire,15,0y
Uts_15_0y_1141,17,0y,1,sire,15,0y
Uts_16A_113,17,0y,33,sire,16,A
Uts_16A_113,18,1y,8,sire,16,A
Uts_16A_113,19,2-3y,2,sire,16,A
Uts_16A_057,17,0y,3,sire,16,A
Uts_16A_039,17,0y,32,sire,16,A
Uts_16A_039,18,1y,7,sire,16,A
Uts_16A_039,19,1y,2,sire,16,A
Uts_16A_039,19,2-3y,1,sire,16,A
Uts_16A_073,17,0y,43,sire,16,A
Uts_16A_073,18,1y,4,sire,16,A
Uts_16A_073,19,2-3y,2,sire,16,A
Uts_13_1y_0896,17,0y,2,sire,13,1y
Uts_13_1y_0896,18,1y,1,sire,13,1y
Uts_13_1y_0896,19,0y,1,sire,13,1y
Uts_13_1y_0896,19,2-3y,1,sire,13,1y
Uts_16A_107,17,0y,2,sire,16,A
Uts_16A_087,17,0y,115,sire,16,A
Uts_16A_087,18,1y,10,sire,16,A
Uts_16A_087,19,1y,3,sire,16,A
Uts_16A_087,19,2-3y,8,sire,16,A
Uts_16_1y_0140,17,0y,2,sire,16,1y
Uts_14_0y_0864,17,0y,1,sire,14,0y
Uts_18A_022,17,0y,4,sire,18,A
Uts_15_0y_1678,17,0y,5,sire,15,0y
Uts_15_0y_1063,17,0y,3,sire,15,0y
Uts_13_1y_0102,17,0y,1,sire,13,1y
Uts_16A_086,17,0y,1,sire,16,A
Uts_16A_086,18,1y,1,sire,16,A
Uts_15_0y_0821,17,0y,1,sire,15,0y
Uts_16A_110,17,0y,1,sire,16,A
Uts_16A_110,18,1y,1,sire,16,A
Uts_15_0y_0794,17,0y,1,sire,15,0y
Uts_15_0y_1085,17,0y,1,sire,15,0y
Uts_16A_024,17,0y,1,sire,16,A
Uts_16A_024,18,1y,1,sire,16,A
Uts_15_0y_0677,17,0y,1,sire,15,0y
Uts_16A_029,17,0y,3,sire,16,A
Uts_16A_029,18,0y,1,sire,16,A
Uts_16A_029,18,1y,3,sire,16,A
Uts_16_1y_0084,17,0y,1,sire,16,1y
Uts_16_0y_1985,17,0y,1,sire,16,0y
Uts_14_1y_0402,17,0y,1,sire,14,1y
Uts_18A_033,17,0y,1,sire,18,A
Uts_16A_078,17,0y,3,sire,16,A
Uts_16A_028,17,0y,1,sire,16,A
Uts_16A_028,18,1y,3,sire,16,A
Uts_16A_028,19,2-3y,1,sire,16,A
Uts_16_0y_1692,17,0y,1,sire,16,0y
Uts_16_0y_1692,19,0y,1,sire,16,0y
Uts_16A_010,17,0y,1,sire,16,A
Uts_16A_010,18,1y,1,sire,16,A
Uts_16A_010,19,2-3y,1,sire,16,A
Uts_16A_031,17,0y,2,sire,16,A
Uts_14_0y_0226,17,0y,1,sire,14,0y
Uts_14_2y_0133,17,0y,2,sire,14,2y
Uts_13_0y_0186,17,0y,2,sire,13,0y
Uts_13_0y_0186,19,0y,1,sire,13,0y
Uts_18A_046,17,0y,1,sire,18,A
Uts_18A_046,19,0y,28,sire,18,A
Uts_14_0y_0043,17,0y,1,sire,14,0y
Uts_15_0y_0690,17,0y,1,sire,15,0y
Uts_15_0y_0425,17,1y,1,sire,15,0y
Uts_16_1y_0222,17,1y,1,sire,16,1y
Uts_15A_046,17,1y,1,sire,15,A
Uts_15A_046,18,2-3y,1,sire,15,A
Uts_15A_039,17,1y,1,sire,15,A
Uts_15A_039,18,2-3y,1,sire,15,A
Uts_13_0y_0312,17,1y,1,sire,13,0y
Uts_13_0y_0312,19,0y,1,sire,13,0y
Uts_15A_057,17,1y,1,sire,15,A
Uts_14A_061,17,2y,1,sire,14,A
Uts_15_2y_0008,17,2y,1,sire,15,2y
Uts_17A_011,18,0y,97,sire,17,A
Uts_17A_011,19,1y,10,sire,17,A
Uts_17A_011,19,2-3y,2,sire,17,A
Uts_17A_006,18,0y,6,sire,17,A
Uts_17A_057,18,0y,57,sire,17,A
Uts_17A_057,19,1y,4,sire,17,A
Uts_17A_028,18,0y,20,sire,17,A
Uts_17A_028,19,1y,1,sire,17,A
Uts_17A_015,18,0y,36,sire,17,A
Uts_17A_015,19,1y,5,sire,17,A
Uts_17A_023,18,0y,36,sire,17,A
Uts_17A_023,19,1y,4,sire,17,A
Uts_17A_067,18,0y,13,sire,17,A
Uts_17A_067,19,1y,4,sire,17,A
Uts_17A_021,18,0y,37,sire,17,A
Uts_17A_021,19,1y,4,sire,17,A
Uts_17A_021,19,2-3y,1,sire,17,A
Uts_17A_097,18,0y,35,sire,17,A
Uts_17A_097,19,1y,8,sire,17,A
Uts_17A_097,19,2-3y,1,sire,17,A
Uts_17A_085,18,0y,24,sire,17,A
Uts_17A_085,19,1y,3,sire,17,A
Uts_17A_064,18,0y,39,sire,17,A
Uts_17A_064,19,1y,3,sire,17,A
Uts_15A_063,18,0y,54,sire,15,A
Uts_15A_063,19,1y,3,sire,15,A
Uts_15A_063,19,2-3y,1,sire,15,A
Uts_17A_019,18,0y,1,sire,17,A
Uts_17A_053,18,0y,21,sire,17,A
Uts_17A_053,19,1y,5,sire,17,A
Uts_17A_016,18,0y,32,sire,17,A
Uts_17A_016,19,1y,5,sire,17,A
Uts_17A_052,18,0y,9,sire,17,A
Uts_17A_052,19,1y,2,sire,17,A
Uts_17A_004,18,0y,37,sire,17,A
Uts_17A_004,19,1y,5,sire,17,A
Uts_17A_013,18,0y,2,sire,17,A
Uts_17A_029,18,0y,7,sire,17,A
Uts_17A_029,19,1y,2,sire,17,A
Uts_17A_069,18,0y,8,sire,17,A
Uts_17A_069,19,1y,1,sire,17,A
Uts_17A_069,19,2-3y,1,sire,17,A
Uts_17A_030,18,0y,11,sire,17,A
Uts_17A_076,18,0y,9,sire,17,A
Uts_17A_036,18,0y,12,sire,17,A
Uts_17A_050,18,0y,11,sire,17,A
Uts_17A_050,19,1y,6,sire,17,A
Uts_17A_050,19,2-3y,1,sire,17,A
Uts_17A_055,18,0y,5,sire,17,A
Uts_17A_055,19,1y,2,sire,17,A
Uts_17A_001,18,0y,12,sire,17,A
Uts_17A_001,19,1y,3,sire,17,A
Uts_17A_089,18,0y,13,sire,17,A
Uts_17A_089,19,1y,1,sire,17,A
Uts_17A_009,18,0y,5,sire,17,A
Uts_16_1y_0070,18,0y,1,sire,16,1y
Uts_16_1y_0070,19,1y,1,sire,16,1y
Uts_17A_044,18,0y,21,sire,17,A
Uts_17A_044,19,1y,5,sire,17,A
Uts_17A_044,19,2-3y,1,sire,17,A
Uts_17A_061,18,0y,6,sire,17,A
Uts_17A_084,18,0y,2,sire,17,A
Uts_17A_084,19,1y,1,sire,17,A
Uts_17A_083,18,0y,4,sire,17,A
Uts_17A_083,19,1y,1,sire,17,A
Uts_17A_058,18,0y,3,sire,17,A
Uts_17A_058,19,1y,2,sire,17,A
Uts_17A_043,18,0y,2,sire,17,A
Uts_17A_035,18,0y,21,sire,17,A
Uts_17A_035,19,1y,1,sire,17,A
Uts_17A_035,19,2-3y,1,sire,17,A
Uts_15_0y_0845,18,0y,1,sire,15,0y
Uts_15_0y_0845,19,1y,1,sire,15,0y
Uts_17A_070,18,0y,11,sire,17,A
Uts_17A_003,18,0y,2,sire,17,A
Uts_17A_051,18,0y,1,sire,17,A
Uts_17_0y_2636,18,0y,1,sire,17,0y
Uts_17A_022,18,0y,8,sire,17,A
Uts_17A_022,19,1y,1,sire,17,A
Uts_17A_048,18,0y,2,sire,17,A
Uts_12_0y_788,18,0y,1,sire,12,0y
Uts_17A_034,18,0y,7,sire,17,A
Uts_17A_034,19,1y,2,sire,17,A
Uts_17A_041,18,0y,4,sire,17,A
Uts_15_1y_0232,18,0y,1,sire,15,1y
Uts_17A_062,18,0y,2,sire,17,A
Uts_16_0y_1140,18,0y,1,sire,16,0y
Uts_16_1y_0217,18,0y,1,sire,16,1y
Uts_13_1y_0776,18,0y,1,sire,13,1y
Uts_14_0y_0296,18,0y,1,sire,14,0y
Uts_17A_020,18,0y,3,sire,17,A
Uts_17A_020,19,2-3y,1,sire,17,A
Uts_17A_027,18,0y,1,sire,17,A
Uts_17A_014,18,0y,1,sire,17,A
Uts_16_0y_1051,18,0y,1,sire,16,0y
Uts_17A_059,18,0y,1,sire,17,A
Uts_17A_054,18,0y,1,sire,17,A
Uts_14_0y_1333,18,0y,1,sire,14,0y
Uts_16A_092,18,1y,2,sire,16,A
Uts_16_0y_1826,18,1y,1,sire,16,0y
Uts_16A_038,18,1y,2,sire,16,A
Uts_16_0y_0469,18,1y,1,sire,16,0y
Uts_16A_005,18,1y,1,sire,16,A
Uts_16A_026,18,1y,1,sire,16,A
Uts_16A_090,18,1y,2,sire,16,A
Uts_15_0y_1728,18,1y,1,sire,15,0y
Uts_18_2-3y_1819,18,1y,1,sire,18,2-3y
Uts_16_0y_0980,18,1y,1,sire,16,0y
Uts_15_0y_1279,18,1y,1,sire,15,0y
Uts_16A_068,18,1y,1,sire,16,A
Uts_16A_068,19,0y,5,sire,16,A
Uts_16A_021,18,1y,1,sire,16,A
Uts_16A_083,18,1y,1,sire,16,A
Uts_16A_083,19,1y,1,sire,16,A
Uts_18A_037,19,0y,6,sire,18,A
Uts_18A_009,19,0y,30,sire,18,A
Uts_18A_081,19,0y,11,sire,18,A
Uts_18A_020,19,0y,5,sire,18,A
Uts_18A_068,19,0y,12,sire,18,A
Uts_18A_059,19,0y,10,sire,18,A
Uts_18A_082,19,0y,12,sire,18,A
Uts_18A_007,19,0y,2,sire,18,A
Uts_18A_047,19,0y,26,sire,18,A
Uts_18_0y_1822,19,0y,1,sire,18,0y
Uts_18A_017,19,0y,17,sire,18,A
Uts_18A_015,19,0y,5,sire,18,A
Uts_18A_057,19,0y,14,sire,18,A
Uts_18A_110,19,0y,4,sire,18,A
Uts_18A_055,19,0y,1,sire,18,A
Uts_18A_054,19,0y,4,sire,18,A
Uts_18A_029,19,0y,3,sire,18,A
Uts_18A_013,19,0y,10,sire,18,A
Uts_18A_014,19,0y,4,sire,18,A
Uts_18A_113,19,0y,2,sire,18,A
Uts_18A_066,19,0y,10,sire,18,A
Uts_13_0y_0300,19,0y,1,sire,13,0y
Uts_12_0y_276,19,0y,1,sire,12,0y
Uts_18A_072,19,0y,10,sire,18,A
Uts_18A_092,19,0y,1,sire,18,A
Uts_18A_056,19,0y,4,sire,18,A
Uts_17_0y_0773,19,0y,1,sire,17,0y
Uts_13_0y_0061,19,0y,2,sire,13,0y
Uts_18A_006,19,0y,4,sire,18,A
Uts_18A_101,19,0y,4,sire,18,A
Uts_18A_012,19,0y,10,sire,18,A
Uts_18A_090,19,0y,6,sire,18,A
Uts_17_1y_1156,19,0y,1,sire,17,1y
Uts_17_0y_1718,19,0y,1,sire,17,0y
Uts_18A_062,19,0y,1,sire,18,A
Uts_14_0y_0936,19,0y,1,sire,14,0y
Uts_18A_053,19,0y,6,sire,18,A
Uts_16_0y_1432,19,0y,1,sire,16,0y
Uts_17_0y_1005,19,0y,1,sire,17,0y
Uts_13_0y_0259,19,0y,1,sire,13,0y
Uts_18A_049,19,0y,3,sire,18,A
Uts_18_0y_1333,19,0y,1,sire,18,0y
Uts_18A_023,19,0y,8,sire,18,A
Uts_18A_115,19,0y,4,sire,18,A
Uts_18A_107,19,0y,1,sire,18,A
Uts_18A_106,19,0y,5,sire,18,A
Uts_13_0y_0922,19,0y,1,sire,13,0y
Uts_16_0y_1318,19,0y,1,sire,16,0y
Uts_18A_010,19,0y,1,sire,18,A
Uts_15_1y_0345,19,0y,1,sire,15,1y
Uts_13_0y_0243,19,0y,1,sire,13,0y
Uts_18A_050,19,0y,5,sire,18,A
Uts_18A_034,19,0y,1,sire,18,A
Uts_18A_008,19,0y,2,sire,18,A
Uts_18A_024,19,0y,1,sire,18,A
Uts_18_2-3y_1125,19,0y,2,sire,18,2-3y
Uts_14_0y_0150,19,0y,1,sire,14,0y
Uts_18A_002,19,0y,4,sire,18,A
Uts_13_1y_0086,19,0y,1,sire,13,1y
Uts_13_0y_0245,19,0y,1,sire,13,0y
Uts_18_1y_2210,19,0y,1,sire,18,1y
Uts_17_0y_2582,19,0y,1,sire,17,0y
Uts_18A_032,19,0y,1,sire,18,A
Uts_12_0y_399,19,0y,1,sire,12,0y
Uts_12_0y_242,19,0y,1,sire,12,0y
Uts_16_0y_0367,19,0y,1,sire,16,0y
Uts_16_0y_0359,19,0y,1,sire,16,0y
Uts_12_0y_359,19,0y,1,sire,12,0y
Uts_14_0y_0241,19,0y,1,sire,14,0y
Uts_14_0y_0953,19,0y,1,sire,14,0y
Uts_18_0y_1899,19,0y,1,sire,18,0y
Uts_17_0y_2141,19,0y,1,sire,17,0y
Uts_17_0y_0086,19,0y,1,sire,17,0y
Uts_18_2-3y_1677,19,0y,1,sire,18,2-3y
Uts_17_0y_0066,19,0y,1,sire,17,0y
Uts_13_1y_0242,19,0y,1,sire,13,1y
Uts_14_0y_1464,19,0y,1,sire,14,0y
Uts_18A_091,19,0y,1,sire,18,A
Uts_13_0y_0191,19,0y,1,sire,13,0y
Uts_18A_078,19,0y,1,sire,18,A
Uts_16_0y_0364,19,0y,1,sire,16,0y
Uts_18A_104,19,0y,1,sire,18,A
Uts_14_0y_0959,19,0y,1,sire,14,0y
Uts_14_1y_0019,19,0y,1,sire,14,1y
Uts_18A_065,19,0y,1,sire,18,A
Uts_17_0y_2174,19,0y,1,sire,17,0y
Uts_14_2y_0091,19,0y,1,sire,14,2y
Uts_18A_028,19,0y,1,sire,18,A
Uts_15_0y_0036,19,0y,1,sire,15,0y
Uts_18_1y_1793,19,1y,1,sire,18,1y
Uts_17A_042,19,1y,1,sire,17,A
Uts_17A_049,19,1y,1,sire,17,A
Uts_17A_049,19,2-3y,1,sire,17,A
Uts_16_0y_1942,19,1y,1,sire,16,0y
Uts_17_0y_0378,19,1y,1,sire,17,0y
Uts_13_0y_0363,19,2-3y,1,sire,13,0y
Uts_15_0y_1239,19,2-3y,1,sire,15,0y
Uts_15_0y_1835,19,2-3y,1,sire,15,0y
Uts_15_0y_1583,19,2-3y,1,sire,15,0y
Uts_18_2-3y_1816,19,2-3y,1,sire,18,2-3y
Uts_17A_038,19,2-3y,1,sire,17,A
Uts_17A_065,19,2-3y,1,sire,17,A
Uts_17_1y_0806,19,2-3y,1,sire,17,1y
