"","ID","year","date","tag.ID","wt.kg","length.cm","sex","notes.fi","notes.en","notes.KM","dead","recapture","match.ID","Scale.smoltage","scale.seaage","Respawner","notes.FI","notes.ENG","InterpAge"
"182","Uts_13A_005",2013,"17.-18.9.2013","F505",2.2,63,"M","","","",NA,NA,"",4,1,0,"","",1
"183","Uts_13A_006",2013,"17.-18.9.2013","F506",1.5,57,"M","","","",NA,NA,"",4,1,0,"","",1
"184","Uts_13A_007",2013,"17.-18.9.2013","F507",1.8,58,"M","","","",NA,NA,"",4,1,0,"","",1
"185","Uts_13A_009",2013,"18.-19.9.2013","F509",2.9,68,"M","","","",NA,NA,"",4,1,0,"","",1
"186","Uts_13A_010",2013,"19.-20.9.2013","F510",2.4,63,"M","","","",NA,NA,"",4,1,0,"","",1
"187","Uts_13A_011",2013,"19.-20.9.2013","F511",2,60,"M","","","",NA,NA,"",3,1,0,"","",1
"188","Uts_13A_013",2013,"20.-21.9.2013","F513",12,111,"M","","","",NA,NA,"",NA,3,0,"","",3
"189","Uts_13A_014",2013,"20.-21.9.2013","F514",1.8,57,"M","","","",NA,NA,"",5,1,0,"","",1
"190","Uts_13A_015",2013,"20.-21.9.2013","F515",3.1,67,"M","","","",NA,NA,"",4,1,0,"","",1
"191","Uts_13A_016",2013,"20.-21.9.2013","F516",1.9,59,"M","","","",NA,NA,"",4,1,0,"","",1
"192","Uts_13A_017",2013,"23.-24.9.2013","F517",2,60,"M","","","",NA,NA,"",4,1,0,"","",1
"193","Uts_13A_018",2013,"23.-24.9.2013","F518",1.5,55,"M","","","",NA,NA,"",5,1,0,"","",1
"194","Uts_13A_019",2013,"23.-24.9.2013","F519",1.8,58,"M","","","",NA,NA,"",4,1,0,"","",1
"195","Uts_13A_020",2013,"23.-24.9.2013","F520",1.6,58,"M","","","",NA,NA,"",4,1,0,"","",1
"196","Uts_13A_021",2013,"23.-24.9.2013","F521",1.9,59,"M","","","",NA,NA,"",4,1,0,"","",1
"197","Uts_13A_022",2013,"23.-24.9.2013","F522",2.1,62,"M","","","",NA,NA,"",4,1,0,"","",1
"198","Uts_13A_023",2013,"24.-25.9.2013","F523",8.9,98,"M","","","",NA,NA,"",4,3,0,"","",3
"199","Uts_13A_024",2013,"24.-25.9.2013","F524",9.5,100,"M","","","",NA,NA,"",NA,3,0,"","",3
"200","Uts_13A_025",2013,"24.-25.9.2013","F525",1.9,60,"M","","","",NA,NA,"",3,1,0,"","",1
"201","Uts_13A_026",2013,"25.-26.9.2013","F526",1.8,60,"M","","","",NA,NA,"",3,1,0,"","",1
"202","Uts_13A_027",2013,"25.-26.9.2013","F527",1.7,59,"M","","","",NA,NA,"",4,1,0,"","",1
"203","Uts_13A_028",2013,"25.-26.9.2013","F528",6.6,87,"M","","","",NA,NA,"",4,2,0,"","",2
"204","Uts_13A_029",2013,"26.-27.9.2013","F529",8.1,93,"M","","","",NA,NA,"",4,2,1,"","",2
"205","Uts_13A_030",2013,"26.-27.9.2013","F530",1.9,59,"M","","","",NA,NA,"",4,1,0,"","",1
"206","Uts_13A_031",2013,"26.-27.9.2013","F531",2.1,61,"M","","","",NA,NA,"",4,1,0,"","",1
"207","Uts_13A_032",2013,"26.-27.9.2013","F532",1.6,57,"M","","","",NA,NA,"",5,1,0,"","",1
"208","Uts_13A_034",2013,"26.-27.9.2013","F534",7,94,"M","","","",NA,NA,"",4,2,0,"","",2
"209","Uts_13A_035",2013,"29.-30.9.2013","F535",2.2,61,"M","","","",NA,NA,"",NA,1,0,"","",1
"210","Uts_13A_036",2013,"29.-30.9.2013","F536",2,59,"M","","","",NA,NA,"",4,1,0,"","",1
"211","Uts_13A_038",2013,"29.-30.9.2013","F538",10.4,101,"M","","","",NA,NA,"",3,2,1,"","",2
"212","Uts_13A_040",2013,"29.-30.9.2013","F540",1.6,54,"M","","","",NA,NA,"",NA,1,0,"","",1
"213","Uts_13A_041",2013,"29.-30.9.2013","F541",2.4,64,"M","","","",NA,NA,"",5,1,0,"","",1
"214","Uts_13A_042",2013,"29.-30.9.2013","F542",2.4,62,"M","","","",NA,NA,"",4,1,0,"","",1
"215","Uts_13A_043",2013,"29.-30.9.2013","F543",9.3,102,"M","","","",NA,NA,"",NA,3,0,"","",3
"216","Uts_13A_046",2013,"29.-30.9.2013","F546",1.8,58,"M","","","",NA,NA,"",4,1,0,"","",1
"217","Uts_13A_048",2013,"30.9-1.10.2013","F548",2.4,64,"M","","","",NA,NA,"",4,1,0,"","",1
"218","Uts_13A_049",2013,"30.9-1.10.2013","F549",2.1,61,"M","","","",NA,NA,"",4,1,0,"","",1
"219","Uts_13A_050",2013,"30.9-1.10.2013","F550",2,61,"M","","","",NA,NA,"",4,1,0,"","",1
"220","Uts_13A_051",2013,"30.9-1.10.2013","F551",2.1,60,"M","","","",NA,NA,"",4,1,0,"","",1
"221","Uts_13A_052",2013,"30.9-1.10.2013","F552",1.7,58,"M","","","",NA,NA,"",4,1,0,"","",1
"222","Uts_13A_053",2013,"1.-2.10.2013","F553",8.5,94,"M","","","",NA,NA,"",NA,3,0,"","",3
"223","Uts_13A_054",2013,"1.-2.10.2013","F554",10.8,101,"M","","","recapture tag lost",NA,2,"Uts_11A_042",4,3,0,"","smoltage from Uts_11A_042",3
"224","Uts_13A_055",2013,"1.-2.10.2013","F555",2.3,63,"M","","","",NA,NA,"",4,1,0,"","",1
"225","Uts_13A_056",2013,"1.-2.10.2013","F556",1.6,55,"M","","","",NA,NA,"",4,1,0,"","",1
"226","Uts_13A_057",2013,"1.-2.10.2013","F557",1.9,61,"M","","","",NA,NA,"",4,1,0,"","",1
"227","Uts_13A_060",2013,"2.-3.10.2013","F560",1.7,56,"M","","","",NA,NA,"",4,1,0,"","",1
"228","Uts_13A_061",2013,"2.-3.10.2013","F561",2.6,64,"M","","","",NA,NA,"",4,2,1,"","",2
"229","Uts_13A_062",2013,"2.-3.10.2013","F562",1.2,52,"M","","","",NA,NA,"",4,1,0,"","",1
"230","Uts_13A_063",2013,"3.-4.10.2013","F563",2.4,63,"M","","","",NA,NA,"",4,1,0,"","",1
"231","Uts_13A_064",2013,"3.-4.10.2013","F564",1.6,56,"M","","","",NA,NA,"",NA,1,0,"","",1
"232","Uts_13A_067",2013,"4.-5.10.2013","F567",2.6,61,"M","","","",NA,NA,"",4,1,0,"","",1
"233","Uts_14A_001",2014,"15-16.9",NA,2.3,67,"M","","","",NA,NA,"",3,1,0,"","",1
"234","Uts_14A_002",2014,"15-16.9",NA,4,76,"M","","MSW","",NA,NA,"",3,2,0,"","",2
"235","Uts_14A_003",2014,"15-16.9",NA,2.4,66,"M","","","",NA,NA,"",3,1,0,"","",1
"236","Uts_14A_004",2014,"15-16.9",NA,2.6,63,"M","","","",NA,NA,"",3,1,0,"","",1
"237","Uts_14A_005",2014,"15-16.9",NA,3.2,70,"M","","MSW","",NA,NA,"",NA,1,0,"","",1
"238","Uts_14A_006",2014,"15-16.9",NA,1.9,63,"M","","","",NA,NA,"",5,1,0,"","",1
"239","Uts_14A_007",2014,"15-16.9",NA,2.6,65,"M","","","",NA,NA,"",4,1,0,"","",1
"240","Uts_14A_008",2014,"15-16.9","F568",2.7,66,"M","","","",NA,NA,"",4,1,0,"","",1
"241","Uts_14A_009",2014,"15-16.9","F569",3.1,69,"M","","","",NA,NA,"",5,1,0,"","",1
"242","Uts_14A_010",2014,"15-16.9","F570",2.8,65,"M","","","",NA,NA,"",4,1,0,"","",1
"243","Uts_14A_011",2014,"15-16.9","F571",2.5,64,"M","","","",NA,NA,"",3,1,0,"","",1
"244","Uts_14A_012",2014,"15-16.9","F572",4.4,84,"M","","MSW","",NA,NA,"",3,2,0,"","",2
"245","Uts_14A_013",2014,"15-16.9","F573",2.2,62,"M","","","",NA,NA,"",4,1,0,"","",1
"246","Uts_14A_014",2014,"15-16.9","F574",2.6,68,"M","","","",NA,NA,"",4,1,0,"","",1
"247","Uts_14A_015",2014,"17-20.9","F575",2.4,65,"M","","","",NA,NA,"",3,1,0,"","",1
"248","Uts_14A_016",2014,"17-20.9","F576",3.4,70,"M","kirkas","MSW","silvery",NA,NA,"",3,1,0,"","",1
"249","Uts_14A_017",2014,"17-20.9","F577",2.3,62,"M","kirkas","","silvery",NA,NA,"",3,1,0,"","",1
"250","Uts_14A_019",2014,"17-20.9","F579",2.4,66,"M","","","",NA,NA,"",3,1,0,"","",1
"251","Uts_14A_020",2014,"17-20.9","F580",4.8,85,"M","","MSW","",NA,NA,"",3,2,0,"","",2
"252","Uts_14A_021",2014,"17-20.9","F581",3.4,71,"M","","MSW","",NA,NA,"",3,1,0,"","",1
"253","Uts_14A_022",2014,"17-20.9","F582",9,99,"M","","MSW","",NA,NA,"",3,2,0,"","",2
"254","Uts_14A_023",2014,"17-20.9","F583",2.7,70,"M","","","",NA,NA,"",4,1,0,"","",1
"255","Uts_14A_025",2014,"17-20.9","F585",2.8,68,"M","","","",NA,NA,"",3,1,0,"","",1
"256","Uts_14A_026",2014,"17-20.9","F586",3.8,71,"M","","MSW","",NA,NA,"",3,2,0,"","",2
"257","Uts_14A_027",2014,"17-20.9","F587",7.2,91,"M","","MSW","",NA,NA,"",3,3,0,"","",3
"258","Uts_14A_028",2014,"17-20.9","F588",3,65,"M","kirkas","","silvery",NA,NA,"",4,1,0,"","",1
"259","Uts_14A_029",2014,"17-20.9","F589",3,68,"M","","","",NA,NA,"",3,1,0,"","",1
"260","Uts_14A_030",2014,"17-20.9","F590",2.4,64,"M","","","",NA,NA,"",3,1,0,"","",1
"261","Uts_14A_031",2014,"17-20.9","F591",2.9,70,"M","","","",NA,NA,"",3,1,0,"","",1
"262","Uts_14A_032",2014,"17-20.9","F592",2,61,"M","","","",NA,NA,"",4,1,0,"","",1
"263","Uts_14A_033",2014,"17-20.9","F593",3.5,71,"M","","MSW","",NA,NA,"",3,2,0,"","",2
"264","Uts_14A_034",2014,"17-20.9","F594",2.7,66,"M","","","",NA,NA,"",3,1,0,"","",1
"265","Uts_14A_035",2014,"17-20.9","F595",2.2,62,"M","","","",NA,NA,"",3,1,0,"","",1
"266","Uts_14A_036",2014,"17-20.9","F596",2.5,67,"M","","","",NA,NA,"",3,1,0,"","",1
"267","Uts_14A_037",2014,"17-20.9","F597",2.3,64,"M","","","",NA,NA,"",3,1,0,"","",1
"268","Uts_14A_038",2014,"17-20.9","F598",2.5,67,"M","","","",NA,NA,"",3,1,0,"","",1
"269","Uts_14A_039",2014,"17-20.9","F599",2.8,66,"M","","","",NA,NA,"",4,1,0,"","",1
"270","Uts_14A_040",2014,"17-20.9","F600",2.8,67,"M","","","",NA,NA,"",4,1,0,"","",1
"271","Uts_14A_041",2014,"19-20.9","F601",2.7,69,"M","","","",NA,NA,"",NA,1,0,"","",1
"272","Uts_14A_042",2014,"19-20.9","F602",2,61,"M","","","",NA,NA,"",4,1,0,"","",1
"273","Uts_14A_043",2014,"19-20.9","F603",2.3,65,"M","","","",NA,NA,"",3,1,0,"","",1
"274","Uts_14A_044",2014,"19-20.9","F604",1.8,60,"M","","","",NA,NA,"",3,1,0,"","",1
"275","Uts_14A_045",2014,"19-20.9","F605",6,86,"M","","MSW","",NA,NA,"",4,2,0,"","",2
"276","Uts_14A_046",2014,"22.-23.9","F606",12.1,105,"M","","MSW","",NA,NA,"",4,3,0,"","",3
"277","Uts_14A_047",2014,"22.-23.9","F607",2.9,68,"M","","","",NA,NA,"",4,1,0,"","",1
"278","Uts_14A_048",2014,"22.-23.9","F608",3.8,72,"M","","MSW","",NA,NA,"",4,1,0,"","",1
"279","Uts_14A_049",2014,"22.-23.9","F609",2.2,65,"M","","","",NA,NA,"",3,1,0,"","",1
"280","Uts_14A_051",2014,"22.-23.9","F611",2.7,67,"M","","","",NA,NA,"",4,1,0,"","",1
"281","Uts_14A_052",2014,"22.-23.9","F612",2.6,67,"M","kirkas","","silvery",NA,NA,"",4,1,0,"","",1
"282","Uts_14A_053",2014,"22.-23.9","F613",6.7,85,"M","","MSW","",NA,NA,"",4,2,0,"","",2
"283","Uts_14A_054",2014,"22.-23.9","F614",2.6,66,"M","","","",NA,NA,"",3,1,0,"","",1
"284","Uts_14A_055",2014,"22.-23.9","F615",2.3,66,"M","","","",NA,NA,"",3,1,0,"","",1
"285","Uts_14A_056",2014,"22.-23.9","F616",2.1,64,"M","","","",NA,NA,"",4,1,0,"","",1
"286","Uts_14A_057",2014,"22.-23.9","F617",4.4,80,"M","kirkas","MSW","silvery",NA,NA,"",4,2,0,"","",2
"287","Uts_14A_058",2014,"22.-23.9","F618",1.9,61,"M","","","",NA,1,"Uts_16A_075",4,1,0,"","",1
"288","Uts_14A_059",2014,"22.-23.9","F619",1.7,58,"M","","","",NA,NA,"",3,1,0,"","",1
"289","Uts_14A_060",2014,"23.-24.9","F620",2.9,67,"M","","","",NA,NA,"",3,1,0,"","",1
"290","Uts_14A_061",2014,"23.-24.9","F621",3.1,67,"M","","","",NA,NA,"",3,1,0,"","",1
"291","Uts_14A_062",2014,"23.-24.9","F622",2.4,65,"M","","","",NA,NA,"",3,1,0,"","",1
"292","Uts_14A_064",2014,"24.-25.9","F624",2.5,66,"M","","","",NA,NA,"",4,1,0,"","",1
"293","Uts_14A_065",2014,"24.-25.9","F625",2.5,65,"M","","","",NA,NA,"",4,1,0,"","",1
"294","Uts_14A_067",2014,"24.-25.9","F627",9.8,102,"M","","MSW","",NA,NA,"",4,2,0,"","",2
"295","Uts_14A_068",2014,"24.-25.9","F628",9.7,102,"M","","MSW","",NA,NA,"",3,3,0,"","",3
"296","Uts_14A_069",2014,"24.-25.9","F629",2.7,67,"M","","","",NA,NA,"",3,1,0,"","",1
"297","Uts_14A_070",2014,"24.-25.9","F630",2.7,67,"M","","","",NA,NA,"",3,1,0,"","",1
"298","Uts_14A_071",2014,"24.-25.9","F631",2.6,65,"M","","","",NA,NA,"",3,1,0,"","",1
"299","Uts_14A_072",2014,"24.-25.9","F632",4.7,80,"M","","MSW","",NA,NA,"",4,2,0,"","",2
"300","Uts_14A_073",2014,"25.-26.9","F633",3.8,74,"M","","MSW","",NA,NA,"",3,2,1,"","",2
"301","Uts_14A_074",2014,"25.-26.9","F634",4,73,"M","","MSW","",NA,NA,"",3,2,0,"","",2
"302","Uts_14A_075",2014,"25.-26.9","F635",2.4,63,"M","","","",NA,NA,"",3,1,0,"","",1
"303","Uts_14A_076",2014,"25.-26.9","F636",3,68,"M","","","",NA,NA,"",3,1,0,"","",1
"304","Uts_14A_077",2014,"25.-26.9","F637",3.3,68,"M","","","",NA,NA,"",3,2,0,"","",2
"305","Uts_14A_078",2014,"25.-26.9","F638",2.4,66,"M","","","",NA,NA,"",4,1,0,"","",1
"306","Uts_14A_079",2014,"25.-26.9","F639",2.2,65,"M","","","",NA,NA,"",3,1,0,"","",1
"307","Uts_14A_080",2014,"26.-27.9","F640",4.6,77,"M","","MSW","",NA,NA,"",NA,2,0,"","",2
"308","Uts_14A_081",2014,"26.-27.9","F641",3.6,71,"M","","MSW","",NA,NA,"",3,2,1,"","",2
"309","Uts_14A_082",2014,"26.-27.9","F642",3,68,"M","","","",NA,NA,"",4,1,0,"","",1
"310","Uts_14A_083",2014,"26.-27.9","F643",2.5,66,"M","","","",NA,1,"Uts_16A_109",3,1,0,"","",1
"311","Uts_14A_084",2014,"26.-27.9","F644",2.6,67,"M","","","",NA,1,"Uts_16A_088",3,1,0,"","",1
"312","Uts_14A_085",2014,"26.-27.9","F645",7.5,94,"M","","MSW","",NA,NA,"",5,2,0,"","",2
"313","Uts_14A_086",2014,"26.-27.9","F646",3.6,72,"M","","MSW","",NA,NA,"",3,2,0,"","",2
"314","Uts_14A_087",2014,"29.-30.9","F647",2.2,62,"M","","","",NA,NA,"",4,1,0,"","",1
"315","Uts_14A_088",2014,"29.-30.9","F648",7.8,92,"M","","MSW","",NA,NA,"",5,2,0,"","",2
"316","Uts_14A_089",2014,"30.9-1.10","F649",19.7,125,"M","","MSW","",NA,NA,"",4,4,0,"","",4
"317","Uts_14A_090",2014,"30.9-1.10","F650",2.5,66,"M","","","",NA,NA,"",4,1,0,"","",1
"318","Uts_14A_091",2014,"30.9-1.10","F651",20.1,124,"M","","MSW","",NA,NA,"",4,4,0,"","",4
"319","Uts_14A_092",2014,"30.9-1.10","F652",2.3,65,"M","","","",NA,NA,"",3,1,0,"","",1
"320","Uts_14A_093",2014,"30.9-1.10","F653",3.1,67,"M","","","",NA,NA,"",3,2,0,"","",2
"321","Uts_14A_094",2014,"30.9-1.10","F654",2.5,66,"M","","","",NA,NA,"",4,1,0,"","",1
"322","Uts_14A_095",2014,"30.9-1.10","F655",3.1,70,"M","","MSW","",NA,NA,"",3,1,0,"","",1
"323","Uts_14A_096",2014,"30.9-1.10","F656",9.8,92,"M","","MSW","",NA,NA,"",NA,3,0,"","",3
"324","Uts_14A_097",2014,"30.9-1.10","F657",2.7,67,"M","","","",NA,NA,"",3,1,0,"","",1
"325","Uts_14A_098",2014,"30.9-1.10","F658",2.6,69,"M","","","",NA,NA,"",3,1,0,"","",1
"326","Uts_14A_099",2014,"30.9-1.10","F659",2.2,63,"M","","","",NA,NA,"",3,1,0,"","",1
"327","Uts_14A_101",2014,"1.-2.10","F661",2,61,"M","","","",NA,NA,"",3,1,0,"","",1
"328","Uts_14A_102",2014,"1.-2.10","F662",4,75,"M","respawn","MSW","",NA,NA,"",4,2,0,"","",2
"329","Uts_14A_103",2014,"1.-2.10","F663",3.9,77,"M","","MSW","",NA,NA,"",3,2,0,"","",2
"330","Uts_14A_104",2014,"1.-2.10","F664",6.6,82,"M","kirkas, kassi/respawn","MSW","silvery",NA,NA,"",NA,2,1,"","",2
"331","Uts_14A_105",2014,"2.-3.10","F665",1.9,63,"M","","","",NA,NA,"",3,1,0,"","",1
"332","Uts_14A_106",2014,"2.-3.10","F666",3.3,72,"M","","MSW","",NA,NA,"",4,2,0,"","",2
"333","Uts_14A_109",2014,"3.-4.10","F669",5.6,92,"M","","MSW","",NA,NA,"",4,3,0,"","",3
"334","Uts_14A_110",2014,"3.-4.10","F670",2.8,68,"M","","","",NA,NA,"",3,1,0,"","",1
"335","Uts_15A_001",2015,"14-15.9","Z08200",2,58,"M","","","",NA,NA,"",4,1,0,"","",1
"336","Uts_15A_002",2015,"14-15.9","Z08201",1.8,60,"M","","","",NA,NA,"",4,1,0,"","",1
"337","Uts_15A_003",2015,"14-15.9","Z08202",2.3,63,"M","","","",NA,NA,"",3,1,0,"","",1
"338","Uts_15A_004",2015,"14-15.9","Z08203",2.3,62,"M","","","",NA,NA,"",3,1,0,"","",1
"339","Uts_15A_005",2015,"14-15.9","Z08204",5.8,88,"M","","","",NA,NA,"",3,2,0,"","",2
"340","Uts_15A_006",2015,"14-15.9","Z08205",2.8,66,"M","","","",NA,NA,"",3,1,0,"","",1
"341","Uts_15A_007",2015,"14-15.9","Z08206",2.6,65,"M","","","",NA,NA,"",4,1,0,"","",1
"342","Uts_15A_008",2015,"14-15.9","Z08207",6.9,90,"M","","","",NA,NA,"",3,2,1,"","",2
"343","Uts_15A_009",2015,"14-15.9","Z08208",2.2,62,"M","","","",NA,NA,"",3,1,0,"","",1
"344","Uts_15A_012",2015,"15.-16.9","Z08211",2.3,64,"M","","","",NA,NA,"",3,1,0,"","",1
"345","Uts_15A_013",2015,"15.-16.9","Z08212",2.1,62,"M","","","",NA,NA,"",4,1,0,"","",1
"346","Uts_15A_014",2015,"15.-16.9","Z08213",2.2,62,"M","","","",NA,NA,"",3,1,0,"","",1
"347","Uts_15A_015",2015,"15.-16.9","Z08214",2.6,65,"M","","","",NA,NA,"",3,1,0,"","",1
"348","Uts_15A_016",2015,"16.-17.9","Z08215",1.6,57,"M","","","",NA,NA,"",4,1,0,"","",1
"349","Uts_15A_017",2015,"16.-17.9","Z08216",3.2,70,"M","","","",NA,NA,"",4,1,0,"","",1
"350","Uts_15A_018",2015,"16.-17.9","Z08217",1.7,59,"M","","","",NA,NA,"",5,1,0,"","",1
"351","Uts_15A_019",2015,"16.-17.9","Z08218",1.6,54,"M","rasvaev� puuttuu","missing adipose fin","",NA,NA,"",4,1,0,"","",1
"352","Uts_15A_020",2015,"16.-17.9","Z08219",11.1,99,"M","","","",NA,NA,"",3,3,0,"","",3
"353","Uts_15A_022",2015,"16.-17.9","Z08221",2.1,62,"M","","","",NA,NA,"",3,1,0,"","",1
"354","Uts_15A_023",2015,"16.-17.9","Z08222",2.5,65,"M","","","",NA,NA,"",3,1,0,"","",1
"355","Uts_15A_024",2015,"17.-18.9","Z08223",1.8,59,"M","","","",NA,NA,"",3,1,0,"","",1
"356","Uts_15A_025",2015,"17.-18.9","Z08224",2.1,62,"M","","","",NA,NA,"",5,1,0,"","",1
"357","Uts_15A_027",2015,"21.-22.9","Z08226",2.4,64,"M","","","",NA,NA,"",3,1,0,"","",1
"358","Uts_15A_028",2015,"21.-22.9","Z08227",7.5,91,"M","","","",NA,NA,"",3,2,0,"","",2
"359","Uts_15A_029",2015,"21.-22.9","Z08228",9.6,99,"M","","","",NA,NA,"",4,2,0,"","",2
"360","Uts_15A_031",2015,"22.-23.9","Z08230",2.6,66,"M","","","",NA,NA,"",3,1,0,"","",1
"361","Uts_15A_032",2015,"22.-23.9","Z08231",2.7,65,"M","","","",NA,NA,"",4,1,0,"","",1
"362","Uts_15A_033",2015,"22.-23.9","Z08232",1.8,59,"M","","","",NA,NA,"",3,1,0,"","",1
"363","Uts_15A_034",2015,"22.-23.9","Z08233",2.2,63,"M","","","",NA,NA,"",NA,1,0,"","",1
"364","Uts_15A_035",2015,"22.-23.9","Z08234",1.8,61,"M","","","",NA,NA,"",4,1,0,"","",1
"365","Uts_15A_036",2015,"22.-23.9","Z08235",2.4,64,"M","lohit�it�","salmon lice","",NA,NA,"",NA,1,0,"","",1
"366","Uts_15A_037",2015,"22.-23.9","Z08236",1.7,59,"M","","","",NA,NA,"",4,1,0,"","",1
"367","Uts_15A_038",2015,"23.-24.9","Z08237",2.9,67,"M","","","",NA,NA,"",5,1,0,"","",1
