"","ID","year","date","tag.ID","wt.kg","length.cm","sex","notes.fi","notes.en","notes.KM","dead","recapture","match.ID","Scale.smoltage","scale.seaage","Respawner","notes.FI","notes.ENG","InterpAge"
"549","Uts_17A_051",2017,"21.9.2017","F219",3.2,70,"M","","","",NA,NA,"",3,1,0,"","",1
"550","Uts_17A_052",2017,"21.9.2017","F220",3.6,73,"M","","","",NA,NA,"",3,1,0,"","",1
"551","Uts_17A_053",2017,"21.9.2017","F221",3.9,73,"M","","","",NA,NA,"",4,2,0,"","",2
"552","Uts_17A_054",2017,"21.9.2017","",1.7,59,"M","ei nuolimerkki� (karkasi laitettaessa)","no mark because it escaped","",NA,NA,"",3,1,0,"","",1
"553","Uts_17A_055",2017,"25.9.2017","F222",2.1,62,"M","","","",NA,NA,"",3,1,0,"","",1
"554","Uts_17A_057",2017,"25.9.2017","F224",3.8,73,"M","","","",NA,NA,"",3,2,0,"","",2
"555","Uts_17A_058",2017,"25.9.2017","F225",2.5,64,"M","","","",NA,NA,"",3,1,0,"","",1
"556","Uts_17A_059",2017,"25.9.2017","F226",2.4,62,"M","","","",NA,NA,"",3,1,0,"","",1
"557","Uts_17A_060",2017,"25.9.2017","F227",2.3,64,"M","","","",NA,NA,"",4,1,0,"","",1
"558","Uts_17A_061",2017,"25.9.2017","F228",2.3,64,"M","","","",NA,NA,"",NA,1,0,"ei joki-ik��","no river age",1
"559","Uts_17A_062",2017,"25.9.2017","F229",3,74,"M","","","",NA,NA,"",3,1,0,"","",1
"560","Uts_17A_063",2017,"25.9.2017","F230",1.9,60,"M","","","",NA,NA,"",4,1,0,"","",1
"561","Uts_17A_064",2017,"25.9.2017","F231",4.8,83,"M","","","",NA,NA,"",3,2,1,"PS (uudellen kutija)","repeat spawner",2
"562","Uts_17A_065",2017,"25.9.2017","F232",2.2,62,"M","","","",NA,NA,"",4,1,0,"","",1
"563","Uts_17A_067",2017,"25.9.2017","F234",8.5,96,"M","","","",NA,NA,"",3,2,0,"","",2
"564","Uts_17A_068",2017,"25.9.2017","F235",4,83,"M","","","",NA,NA,"",4,2,1,"PS (uudellen kutija)","repeat spawner",2
"565","Uts_17A_069",2017,"25.9.2017","F236",6.1,88,"M","","","",NA,NA,"",3,2,1,"PS (uudellen kutija)","repeat spawner",2
"566","Uts_17A_070",2017,"25.9.2017","F237",2.5,66,"M","","","",NA,NA,"",4,1,0,"","",1
"567","Uts_17A_071",2017,"25.9.2017","F238",8.3,93,"M","","","",NA,NA,"",4,3,0,"","",3
"568","Uts_17A_076",2017,"26.9.2017","F243",3.9,75,"M","","","",NA,NA,"",3,2,0,"kuluneet suomut, ep�varma meri-ik�","worn out scales, sea age uncertain",2
"569","Uts_17A_079",2017,"27.9.2017","F246",12.4,109,"M","","","",NA,NA,"",3,3,0,"","",3
"570","Uts_17A_080",2017,"27.9.2017","F247",1.7,59,"M","","","",NA,NA,"",3,1,0,"","",1
"571","Uts_17A_081",2017,"27.9.2017","F248",3,70,"M","","","",NA,NA,"",3,1,0,"","",1
"572","Uts_17A_082",2017,"27.9.2017","F249",3.5,72,"M","","","",NA,NA,"",NA,1,0,"ei joki-ik��","no river age",1
"573","Uts_17A_083",2017,"28.9.2017","F250",1.8,60,"M","","","",NA,NA,"",4,1,0,"","",1
"574","Uts_17A_084",2017,"28.9.2017","ZO8396",3.5,73,"M","","","",NA,NA,"",4,1,0,"","",1
"575","Uts_17A_085",2017,"28.9.2017","ZO8397",15.5,114,"M","","","",NA,NA,"",4,3,0,"","",3
"576","Uts_17A_086",2017,"1.10.2017","ZO8398",3.2,73,"M","","","",NA,NA,"",4,1,0,"","",1
"577","Uts_17A_087",2017,"1.10.2017","ZO8241",6.3,90,"M","edellisten vuosien merkki - uudelleenkutija! ","marked from previous, Uts_15A_041","tag lost, recpature",NA,2,"Uts_15A_052",4,3,1,"PS (uudellen kutija)","",3
"578","Uts_17A_088",2017,"1.10.2017","ZO8256",7.2,94,"M","edellisten vuosien merkki - uudelleenkutija! ","marked from previous, Uts15A_056","tag lost, recpature",NA,2,"Uts_15A_056",3,3,1,"PS (uudellen kutija)","",3
"579","Uts_17A_089",2017,"1.10.2017","ZO8399",2.3,65,"M","","","",NA,NA,"",3,1,0,"","",1
"580","Uts_17A_091",2017,"2.10.2017","130",2.3,66,"M","","","",NA,NA,"",3,1,0,"","",1
"581","Uts_17A_092",2017,"2.10.2017","129",1.6,56,"M","","","",NA,NA,"",4,1,0,"","",1
"582","Uts_17A_093",2017,"2.10.2017","128",14.4,110,"M","","","",NA,NA,"",NA,3,0,"ei joki-ik��","no river age",3
"583","Uts_17A_094",2017,"2.10.2017","127",2.8,68,"M","","","",NA,NA,"",4,1,0,"","",1
"584","Uts_17A_095",2017,"2.10.2017","126",1.9,60,"M","","","",NA,NA,"",4,1,0,"","",1
"585","Uts_17A_097",2017,"4.10.2017","YL9883",17.6,117,"M","kulkutettu! (kyl�talon niska)","drift net at location","",NA,NA,"",3,3,0,"kuluneet suomut, ep�varma meri-ik�","worn out scales, sea age uncertain",3
"586","Uts_18A_001",2018,"13.9.2018","ZO8379",10.4,101,"M","merkki vuodelta 2016!","marked from previous, Uts_16A_100","",NA,2,"Uts_16A_100",3,3,1,"1S2: Kala merkitty Utsjoessa vuonna 28.-29.9.2016. Pituus merkint�hetkell� 60 cm, paino 2,0 kg.","based on recapture, fw age should be 3",3
"587","Uts_18A_002",2018,"13.9.2018","F868",2.4,64,"M","","","",NA,NA,"",3,1,0,"","",1
"588","Uts_18A_003",2018,"13.9.2018","F869",2,61,"M","","","",NA,NA,"",4,1,0,"","",1
"589","Uts_18A_004",2018,"14.9.2018","F870",2.1,62,"M","ei rasvaev��","no adipose fin","",NA,NA,"",3,1,0,"","",1
"590","Uts_18A_005",2018,"15.9.2018","F871",2,61,"M","","","",NA,NA,"",3,1,0,"","",1
"591","Uts_18A_006",2018,"15.9.2018","F872",2.2,64,"M","","","",NA,NA,"",3,1,0,"","",1
"592","Uts_18A_007",2018,"15.9.2018","F873",2.6,67,"M","","","",NA,NA,"",4,1,0,"","",1
"593","Uts_18A_008",2018,"16.9.2018","F874",2.4,62,"M","","","",NA,NA,"",4,1,0,"","",1
"594","Uts_18A_009",2018,"16.9.2018","F875",15.6,115,"M","","","",NA,NA,"",3,3,0,"","",3
"595","Uts_18A_010",2018,"16.9.2018","F876",2.5,65,"M","","","",NA,NA,"",3,1,0,"","",1
"596","Uts_18A_011",2018,"16.9.2018","F877",2.1,62,"M","","","",NA,NA,"",3,1,0,"","",1
"597","Uts_18A_012",2018,"16.9.2018","F878",2.3,62,"M","","","",NA,NA,"",3,1,0,"","",1
"598","Uts_18A_013",2018,"16.9.2018","F879",2.6,64,"M","","","",NA,NA,"",3,1,0,"","",1
"599","Uts_18A_014",2018,"16.9.2018","F880",2.3,65,"M","","","",NA,NA,"",4,1,0,"","",1
"600","Uts_18A_015",2018,"16.9.2018","F881",2.5,66,"M","","","",NA,NA,"",4,1,0,"","",1
"601","Uts_18A_016",2018,"16.9.2018","F882",1.9,59,"M","","","",NA,NA,"",3,1,0,"","",1
"602","Uts_18A_017",2018,"17.9.2018","F883",2.1,62,"M","","","",NA,NA,"",3,1,0,"","",1
"603","Uts_18A_018",2018,"17.9.2018","F884",2.4,63,"M","","","",NA,NA,"",3,1,0,"","",1
"604","Uts_18A_019",2018,"17.9.2018","F885",1.9,61,"M","","","",NA,NA,"",4,1,0,"","",1
"605","Uts_18A_021",2018,"17.9.2018","F887",4.1,76,"M","","","",NA,NA,"",NA,NA,0,"kassikala","bag fish",2
"606","Uts_18A_022",2018,"17.9.2018","F888",2.2,64,"M","","","",NA,NA,"",3,1,0,"","",1
"607","Uts_18A_023",2018,"17.9.2018","F889",2.7,66,"M","","","",NA,NA,"",3,1,0,"","",1
"608","Uts_18A_024",2018,"17.9.2018","F890",2.3,62,"M","","","",NA,NA,"",3,1,0,"","",1
"609","Uts_18A_025",2018,"17.9.2018","F891",1.8,60,"M","","","",NA,NA,"",3,1,0,"","",1
"610","Uts_18A_026",2018,"17.9.2018","F892",2.2,61,"M","","","",NA,NA,"",3,1,0,"","",1
"611","Uts_18A_027",2018,"17.9.2018","F893",1.9,60,"M","","","",NA,NA,"",3,1,0,"","",1
"612","Uts_18A_028",2018,"17.9.2018","F894",2.4,63,"M","","","",NA,NA,"",3,1,0,"","",1
"613","Uts_18A_029",2018,"18.9.2018","F895",7.2,90,"M","","","",NA,NA,"",NA,NA,0,"ei suomuja","no scale",2
"614","Uts_18A_030",2018,"18.9.2018","F896",1.8,58,"M","","","",NA,NA,"",4,1,0,"","",1
"615","Uts_18A_031",2018,"18.9.2018","F897",2.2,63,"M","","","",NA,NA,"",3,1,0,"","",1
"616","Uts_18A_032",2018,"18.9.2018","F898",2,62,"M","","","",NA,NA,"",3,1,0,"","",1
"617","Uts_18A_033",2018,"18.9.2018","F899",2.5,65,"M","","","",NA,NA,"",3,1,0,"","",1
"618","Uts_18A_034",2018,"18.9.2018","F900",2.5,65,"M","","","",NA,NA,"",4,1,0,"kuluneet suomut, onko 4.1S1+????","worn out scales, 4SW1?",1
"619","Uts_18A_035",2018,"18.9.2018","F901",1.5,56,"M","","","",NA,NA,"",NA,1,0,"reg.","no river age",1
"620","Uts_18A_036",2018,"19.9.2018","F902",1.6,56,"M","","","",NA,NA,"",3,1,0,"","",1
"621","Uts_18A_037",2018,"20.9.2018","F903",2.9,66,"M","","","",NA,NA,"",NA,1,0,"reg.","no river age",1
"622","Uts_18A_039",2018,"20.9.2018","F905",2,59,"M","","","",NA,NA,"",4,1,0,"","",1
"623","Uts_18A_040",2018,"20.9.2018","F906",2,60,"M","","","",NA,NA,"",3,1,0,"","",1
"624","Uts_18A_041",2018,"20.9.2018","F907",2.6,67,"M","","","",NA,NA,"",4,1,0,"","",1
"625","Uts_18A_043",2018,"20.9.2018","F909",1.3,57,"M","","","",NA,NA,"",3,1,0,"","",1
"626","Uts_18A_044",2018,"20.9.2018","F910",2.6,64,"M","","","",NA,NA,"",3,1,0,"","",1
"627","Uts_18A_046",2018,"21.9.2018","F912",3.6,72,"M","","","",NA,NA,"",3,1,0,"","",1
"628","Uts_18A_047",2018,"21.9.2018","F913",3.3,70,"M","","","",NA,NA,"",4,1,0,"","",1
"629","Uts_18A_048",2018,"21.9.2018","F914",2.5,64,"M","","","",NA,NA,"",4,1,0,"","",1
"630","Uts_18A_049",2018,"21.9.2018","F915",2.6,66,"M","","","",NA,NA,"",3,1,0,"","",1
"631","Uts_18A_050",2018,"22.9.2018","F916",2.5,60,"M","","","",NA,NA,"",3,1,0,"","",1
"632","Uts_18A_051",2018,"22.9.2018","F917",2.3,62,"M","","","",NA,NA,"",NA,1,0,"reg.","no river age",1
"633","Uts_18A_052",2018,"22.9.2018","F918",4,75,"M","","","",NA,NA,"",4,2,0,"","",2
"634","Uts_18A_053",2018,"22.9.2018","F919",2.6,66,"M","","","",NA,NA,"",3,1,0,"","",1
"635","Uts_18A_054",2018,"22.9.2018","F920",2.7,64,"M","","","",NA,NA,"",NA,1,0,"reg.","no river age",1
"636","Uts_18A_055",2018,"22.9.2018","F921",2.5,63,"M","","","",NA,NA,"",4,1,0,"","",1
"637","Uts_18A_056",2018,"24.9.2018","F922",1.6,54,"M","","","",NA,NA,"",3,1,0,"","",1
"638","Uts_18A_057",2018,"24.9.2018","F923",2.5,64,"M","","","",NA,NA,"",4,1,0,"","",1
"639","Uts_18A_058",2018,"24.9.2018","F924",1.7,57,"M","","","",NA,NA,"",4,1,0,"","",1
"640","Uts_18A_059",2018,"25.9.2018","F925",14.6,113,"M","","","",NA,NA,"",4,4,0,"","",4
"641","Uts_18A_061",2018,"25.9.2018","F927",2,60,"M","","","",NA,NA,"",3,1,0,"","",1
"642","Uts_18A_062",2018,"25.9.2018","F928",1.8,57,"M","","","",NA,NA,"",3,1,0,"","",1
"643","Uts_18A_063",2018,"25.9.2018","F929",2.1,62,"M","","","",NA,NA,"",4,1,0,"","",1
"644","Uts_18A_064",2018,"25.9.2018","F930",2,63,"M","","","",NA,NA,"",3,1,0,"","",1
"645","Uts_18A_065",2018,"25.9.2018","F931",1.7,54,"M","","","",NA,NA,"",4,1,0,"","",1
"646","Uts_18A_066",2018,"25.9.2018","F932",2.3,65,"M","","","",NA,NA,"",4,1,0,"","",1
"647","Uts_18A_067",2018,"26.9.2018","F933",2,61,"M","","","",NA,NA,"",4,1,0,"","",1
"648","Uts_18A_068",2018,"26.9.2018","F934",2.3,64,"M","","","",NA,NA,"",4,1,0,"","",1
"649","Uts_18A_069",2018,"26.9.2018","F935",2,60,"M","","","",NA,NA,"",3,1,0,"","",1
"650","Uts_18A_070",2018,"26.9.2018","F936",1.7,57,"M","","","",NA,NA,"",3,1,0,"","",1
"651","Uts_18A_072",2018,"27.9.2018","F938",1.8,59,"M","","","",NA,NA,"",4,1,0,"","",1
"652","Uts_18A_073",2018,"27.9.2018","F939",2,60,"M","","","",NA,NA,"",4,1,0,"","",1
"653","Uts_18A_074",2018,"27.9.2018","F940",2.3,66,"M","","","",NA,NA,"",3,1,0,"","",1
"654","Uts_18A_075",2018,"27.9.2018","F941",1.8,58,"M","","","",NA,NA,"",4,1,0,"","",1
"655","Uts_18A_076",2018,"27.9.2018","F942",2.4,64,"M","","","",NA,NA,"",4,1,0,"","",1
"656","Uts_18A_077",2018,"28.9.2018","F943",2.1,62,"M","","","",NA,NA,"",4,1,0,"","",1
"657","Uts_18A_078",2018,"28.9.2018","F944",1.7,60,"M","","","",NA,NA,"",5,1,0,"","",1
"658","Uts_18A_079",2018,"28.9.2018","F945",1.5,58,"M","","","",NA,NA,"",3,1,0,"","",1
"659","Uts_18A_081",2018,"29.9.2018","F947",1.8,63,"M","","","",NA,NA,"",5,1,0,"","",1
"660","Uts_18A_082",2018,"29.9.2018","F948",1.8,64,"M","","","",NA,NA,"",3,1,0,"","",1
"661","Uts_18A_083",2018,"29.9.2018","F949",1.6,60,"M","","","",NA,NA,"",3,1,0,"","",1
"662","Uts_18A_084",2018,"29.9.2018","F950",1.7,60,"M","","","",NA,NA,"",3,1,0,"","",1
"663","Uts_18A_085",2018,"29.9.2018","F951",1.6,60,"M","","","",NA,NA,"",4,1,0,"","",1
"664","Uts_18A_086",2018,"29.9.2018","F952",1.4,61,"M","","","",NA,NA,"",4,1,0,"","",1
"665","Uts_18A_087",2018,"29.9.2018","F953",1.1,55,"M","","","",NA,NA,"",3,1,0,"","",1
"666","Uts_18A_089",2018,"30.9.2018","F955",1.8,65,"M","","","",NA,NA,"",4,1,0,"","",1
"667","Uts_18A_090",2018,"30.9.2018","F956",1.4,58,"M","","","",NA,NA,"",4,1,0,"","",1
"668","Uts_18A_091",2018,"30.9.2018","F957",2,64,"M","","","",NA,NA,"",5,1,0,"","",1
"669","Uts_18A_092",2018,"30.9.2018","F958",1.9,60,"M","","","",NA,NA,"",4,1,0,"","",1
"670","Uts_18A_093",2018,"30.9.2018","F959",2.1,62,"M","","","",NA,NA,"",NA,1,0,"reg.","",1
"671","Uts_18A_094",2018,"30.9.2018","F960",2.3,64,"M","","","",NA,NA,"",4,1,0,"","",1
"672","Uts_18A_095",2018,"1.10.2018","F961",2.8,65,"M","","","",NA,NA,"",4,1,0,"","",1
"673","Uts_18A_097",2018,"1.10.2018","F963",2.2,65,"M","","","",NA,NA,"",5,1,0,"","",1
"674","Uts_18A_098",2018,"1.10.2018","F964",1.9,62,"M","","","",NA,NA,"",4,1,0,"","",1
"675","Uts_18A_099",2018,"1.10.2018","F965",1.3,56,"M","","","",NA,NA,"",5,1,0,"","",1
"676","Uts_18A_101",2018,"2.10.2018","F968",1.7,55,"M","","","",NA,NA,"",4,1,0,"","",1
"677","Uts_18A_102",2018,"2.10.2018","F969",2,57,"M","","","",NA,NA,"",4,1,0,"","",1
"678","Uts_18A_103",2018,"2.10.2018","F970",2.2,62,"M","","","",NA,NA,"",4,1,0,"","",1
"679","Uts_18A_104",2018,"2.10.2018","F971",2.1,60,"M","","","",NA,NA,"",3,1,0,"","",1
"680","Uts_18A_105",2018,"2.10.2018","F972",2,60,"M","F972 ja F973 mahdollisesti sekoittuneet kesken��n","possibly switched","",NA,NA,"",4,1,0,"","",1
"681","Uts_18A_106",2018,"2.10.2018","F973",1.8,58,"M","F972 ja F973 mahdollisesti sekoittuneet kesken��n","possibly switched","",NA,NA,"",5,1,0,"","",1
"682","Uts_18A_107",2018,"2.10.2018","F974",2,59,"M","","","",NA,NA,"",4,1,0,"","",1
"683","Uts_18A_108",2018,"2.10.2018","F975",2.2,61,"M","","","",NA,NA,"",4,1,0,"","",1
"684","Uts_18A_109",2018,"2.10.2018","F976",1.8,59,"M","","","",NA,NA,"",NA,1,0,"reg.","",1
"685","Uts_18A_110",2018,"2.10.2018","F977",2.8,65,"M","","","",NA,NA,"",4,1,0,"","",1
"686","Uts_18A_111",2018,"3.10.2018","F978",2,58,"M","","","",NA,NA,"",3,1,0,"","",1
"687","Uts_18A_112",2018,"3.10.2018","F979",2,60,"M","","","",NA,NA,"",4,1,0,"","",1
"688","Uts_18A_113",2018,"3.10.2018","F980",2,60,"M","","","",NA,NA,"",3,1,0,"","",1
"689","Uts_18A_114",2018,"3.10.2018","F981",2.3,61,"M","","","",NA,NA,"",4,1,0,"","",1
"690","Uts_18A_115",2018,"3.10.2018","F982",1.9,57,"M","","","",NA,NA,"",3,1,0,"","",1
"691","Uts_18A_116",2018,"3.10.2018","F983",2.2,60,"M","","","",NA,NA,"",3,1,0,"","",1
"692","Uts_18A_118",2018,"3.10.2018","F985",1.7,57,"M","","","",NA,NA,"",4,1,0,"","",1
"693","Uts_18A_120",2018,"3.10.2018","F987",2.2,60,"M","","","",NA,NA,"",4,1,0,"","",1
"694","Uts_18A_121",2018,"3.10.2018","F988",2,61,"M","","","",NA,NA,"",NA,1,0,"reg.","",1
"695","Uts_18A_122",2018,"3.10.2018","F989",2,61,"M","","","",NA,NA,"",4,1,0,"","",1
"696","Uts_19A_01",2019,"13.9.2019","F301",1.8,62,"M","","","",NA,NA,"",3,1,0,"","",1
"697","Uts_19A_02",2019,"13.9.2019","F302",3.1,68,"M","","","",NA,NA,"",3,1,0,"","",1
"698","Uts_19A_03",2019,"13.9.2019","F690",11.2,102,"M","Merkitty 2017, Kuoli verkkoon","marked, 2017, died in net","previously marked, Uts17A_020",NA,2,"Uts_17A_020",3,3,1,"kova merikasvu, vrt. koko/ik�","high growth at sea, compare size vs age, seaage should be 3 based on resample",3
"699","Uts_19A_04",2019,"13.9.2019","F303",3.8,74,"M","","","",NA,NA,"",3,2,0,"","",2
"700","Uts_19A_06",2019,"14.9.2019","F305",3.4,66,"M","","","",NA,NA,"",3,1,0,"","",1
"701","Uts_19A_07",2019,"15.9.2019","F306",13.6,111,"M","","","",NA,NA,"",3,3,0,"","",3
"702","Uts_19A_08",2019,"15.9.2019","F307",11.5,98,"M","","","",NA,NA,"",4,3,0,"","",3
"703","Uts_19A_09",2019,"15.9.2019","F308",19.3,119,"M","","","",NA,NA,"",3,NA,0,"ei meri-ik��, suomut pahasti kuluneet","no sea age because badly worn out scales",4
"704","Uts_19A_10",2019,"9/20/2019","F309",9.2,96,"M","","","",NA,NA,"",4,3,0,"","",3
"705","Uts_19A_12",2019,"9/23/2019","F311",8,87,"M","","","",NA,NA,"",3,2,0,"","",2
"706","Uts_19A_14",2019,"9/23/2019","F313",4.5,76,"M","","","",NA,NA,"",3,2,0,"","",2
"707","Uts_19A_15",2019,"9/23/2019","F314",1.7,58,"M","","","",NA,NA,"",4,1,0,"","",1
"708","Uts_19A_16",2019,"9/24/2019","F315",11.9,102,"M","ei rasvaev��","no adipose fin","",NA,NA,"",4,3,0,"","",3
"709","Uts_19A_17",2019,"9/24/2019","F316",2,60,"M","","","",NA,NA,"",4,1,0,"","",1
"710","Uts_19A_18",2019,"9/24/2019","F317",2.5,64,"M","","","",NA,NA,"",3,1,0,"","",1
"711","Uts_19A_19",2019,"9/24/2019","F318",27.4,135,"M","","","",NA,NA,"",4,4,0,"","",4
"712","Uts_19A_20",2019,"9/25/2019","F319",7,88,"M","","","",NA,NA,"",3,2,0,"","",2
"713","Uts_19A_21",2019,"9/26/2019","F320",2.8,65,"M","","","",NA,NA,"",4,1,0,"","",1
"714","Uts_19A_22",2019,"9/26/2019","F321",2.6,63,"M","","","",NA,NA,"",4,1,0,"","",1
"715","Uts_19A_23",2019,"9/27/2019","F322",2.2,62,"M","","","",NA,NA,"",4,1,0,"","",1
"716","Uts_19A_24",2019,"9/27/2019","F323",2.4,64,"M","","","",NA,NA,"",3,1,0,"","",1
"717","Uts_19A_26",2019,"9/27/2019","F325",17.9,117,"M","","","",NA,NA,"",NA,NA,0,"vain 3 suomua, kaikki reg.","only 3 scales",4
"718","Uts_19A_27",2019,"9/27/2019","F326",2.4,64,"M","","","",NA,NA,"",3,1,0,"","",1
"719","Uts_19A_28",2019,"9/28/2019","F327",15.5,104,"M","","","",NA,NA,"",3,NA,1,"varma kutu, meri-ik� ep�varma. Pahasti kuluneet suomut. SW 2-3S1+????","certain respawn, badly worn out scales",3
"720","Uts_19A_29",2019,"9/28/2019","F328",1.6,57,"M","","","",NA,NA,"",3,1,0,"","",1
"721","Uts_19A_33",2019,"10/1/2019","F332",3.8,71,"M","","","",NA,NA,"",4,1,0,"","",1
"722","Uts_19A_35",2019,"10/3/2019","F334",6.2,86,"M","","","",NA,NA,"",4,2,0,"","",2
